pimom2 &  2 - 17 & 4+4 &  0.2 &  32 & 1.00 & 0.5522(248) & 0.0169(24)  
pimom2 &  2 - 17 & 3+3 &  0.2 &  28 & 1.00 & 0.5522(248) & 0.0169(24)  
pimom2 &  4 - 17 & 2+2 &  0.2 &  22 & 1.00 & 0.5528(180) & 0.0171(15)  
pimom2 &  8 - 17 & 1+1 &  0.4 &  14 & 0.99 & 0.5712(132) & 0.0189(10)  
pimom2 &  4 - 17 & 4+4 &  0.2 &  30 & 1.00 & 0.5470(195) & 0.0166(16)  
pimom2 &  4 - 17 & 3+3 &  0.2 &  26 & 1.00 & 0.5470(195) & 0.0166(16)  
pimom2 &  2 - 17 & 2+2 &  1.2 &  24 & 0.23 & 0.6099(36)  & 0.0218(2)   
pimom2 &  2 - 17 & 1+1 & 1596.5 &  20 & 0.00 & 0.9910(5)   & 0.0471(0)   
pimom2 &  4 - 19 & 2+2 &  0.6 &  24 & 0.93 & 0.5543(179) & 0.0172(15)  
pimom2 &  4 - 19 & 1+1 & 13.6 &  20 & 0.00 & 0.6729(19)  & 0.0265(1)   
pimom2 &  6 - 19 & 2+2 &  0.6 &  22 & 0.91 & 0.5636(220) & 0.0180(21)  
pimom2 &  6 - 19 & 1+1 &  1.0 &  18 & 0.44 & 0.5984(51)  & 0.0212(3)   
pimom2 &  6 - 17 & 2+2 &  0.2 &  20 & 1.00 & 0.5617(221) & 0.0179(21)  
pimom2 &  6 - 17 & 1+1 &  0.6 &  16 & 0.89 & 0.5978(51)  & 0.0211(3)   
pimom2 &  6 - 15 & 1+1 &  0.6 &  14 & 0.83 & 0.5979(51)  & 0.0211(3)   
pimom2 &  6 - 15 & 2+2 &  0.2 &  18 & 1.00 & 0.5618(220) & 0.0179(21)  
pimom2 &  2 - 15 & 3+3 &  0.2 &  26 & 1.00 & 0.5524(248) & 0.0169(23)  
pimom2 &  2 - 15 & 4+4 &  0.2 &  30 & 1.00 & 0.5524(247) & 0.0169(23)  
pimom2 &  2 - 15 & 1+1 & 1768.5 &  18 & 0.00 & 0.9909(5)   & 0.0471(0)   
pimom2 &  2 - 15 & 2+2 &  1.3 &  22 & 0.17 & 0.6099(36)  & 0.0219(2)   
pimom2 &  4 - 15 & 3+3 &  0.2 &  24 & 1.00 & 0.5470(195) & 0.0166(16)  
pimom2 &  4 - 15 & 4+4 &  0.2 &  28 & 1.00 & 0.5471(196) & 0.0166(16)  
pimom2 &  4 - 15 & 1+1 & 16.5 &  16 & 0.00 & 0.6727(19)  & 0.0265(1)   
pimom2 &  4 - 15 & 2+2 &  0.2 &  20 & 1.00 & 0.5528(180) & 0.0171(15)  
pimom2 &  6 - 15 & 3+3 &  0.2 &  22 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  2 - 19 & 1+1 & 1454.2 &  22 & 0.00 & 0.9911(5)   & 0.0471(0)   
pimom2 &  8 - 15 & 1+1 &  0.4 &  12 & 0.98 & 0.5711(132) & 0.0189(10)  
pimom2 &  8 - 15 & 3+3 &  0.1 &  20 & 1.00 & 0.5432(256) & 0.0164(21)  
pimom2 &  8 - 15 & 2+2 &  0.2 &  16 & 1.00 & 0.5390(281) & 0.0160(24)  
pimom2 &  4 - 19 & 3+3 &  0.5 &  28 & 0.98 & 0.5488(194) & 0.0167(16)  
pimom2 &  4 - 19 & 4+4 &  0.5 &  32 & 1.00 & 0.5485(195) & 0.0167(16)  
pimom2 &  2 - 19 & 3+3 &  0.5 &  30 & 0.98 & 0.5534(248) & 0.0170(24)  
pimom2 &  8 - 15 & 4+4 &  0.1 &  24 & 1.00 & 0.5432(256) & 0.0164(21)  
pimom2 &  6 - 19 & 3+3 &  0.5 &  26 & 0.97 & 0.5638(219) & 0.0180(21)  
pimom2 &  6 - 19 & 4+4 &  0.5 &  30 & 0.99 & 0.5638(219) & 0.0180(21)  
pimom2 &  8 - 19 & 1+1 &  0.9 &  16 & 0.58 & 0.5738(133) & 0.0191(10)  
pimom2 &  8 - 19 & 2+2 &  0.6 &  20 & 0.92 & 0.5358(286) & 0.0156(24)  
pimom2 &  8 - 19 & 3+3 &  0.5 &  24 & 0.98 & 0.5358(286) & 0.0156(24)  
pimom2 &  8 - 19 & 4+4 &  0.4 &  28 & 1.00 & 0.5358(287) & 0.0156(24)  
pimom2 & 10 - 19 & 1+1 &  0.8 &  14 & 0.65 & 0.5340(266) & 0.0156(21)  
pimom2 & 10 - 19 & 2+2 &  0.6 &  18 & 0.88 & 0.5327(271) & 0.0155(21)  
pimom2 & 10 - 19 & 3+3 &  0.5 &  22 & 0.97 & 0.5327(271) & 0.0155(21)  
pimom2 & 10 - 19 & 4+4 &  0.4 &  26 & 0.99 & 0.5327(272) & 0.0155(21)  
pimom2 &  6 - 17 & 3+3 &  0.2 &  24 & 1.00 & 0.5619(220) & 0.0179(21)  
pimom2 &  6 - 17 & 4+4 &  0.2 &  28 & 1.00 & 0.5619(220) & 0.0179(21)  
pimom2 & 10 - 17 & 1+1 &  0.2 &  12 & 1.00 & 0.5378(269) & 0.0160(22)  
pimom2 &  6 - 15 & 4+4 &  0.2 &  26 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  8 - 17 & 3+3 &  0.1 &  22 & 1.00 & 0.5427(255) & 0.0164(21)  
pimom2 &  8 - 17 & 4+4 &  0.1 &  26 & 1.00 & 0.5384(281) & 0.0159(24)  
pimom2 &  2 - 19 & 4+4 &  0.5 &  34 & 1.00 & 0.5535(248) & 0.0170(24)  
pimom2 &  4 - 17 & 1+1 & 14.7 &  18 & 0.00 & 0.6726(19)  & 0.0265(1)   
pimom2 & 10 - 17 & 3+3 &  0.1 &  20 & 1.00 & 0.5361(272) & 0.0158(22)  
pimom2 & 10 - 15 & 2+2 &  0.2 &  14 & 1.00 & 0.5364(272) & 0.0158(22)  
pimom2 & 10 - 17 & 2+2 &  0.2 &  16 & 1.00 & 0.5361(272) & 0.0158(22)  
pimom2 & 10 - 17 & 4+4 &  0.1 &  24 & 1.00 & 0.5361(273) & 0.0158(22)  
pimom2 & 10 - 15 & 1+1 &  0.2 &  10 & 0.99 & 0.5381(268) & 0.0160(22)  
pimom2 & 10 - 15 & 3+3 &  0.1 &  18 & 1.00 & 0.5364(272) & 0.0158(22)  
pimom2 &  8 - 17 & 2+2 &  0.2 &  18 & 1.00 & 0.5384(281) & 0.0159(24)  
pimom2 &  2 - 19 & 2+2 &  1.4 &  26 & 0.07 & 0.6105(36)  & 0.0219(2)   
pimom2 & 10 - 15 & 4+4 &  0.1 &  22 & 1.00 & 0.5364(273) & 0.0158(22)  
