pimom2 &  2 - 15 & 1+1 & 99.9 &  18 & 0.00 & 0.9909(5)   & 0.0471(0)   
pimom2 &  2 - 15 & 2+2 &  1.3 &  22 & 0.17 & 0.6099(36)  & 0.0219(2)   
pimom2 &  2 - 15 & 3+3 &  0.2 &  26 & 1.00 & 0.5524(248) & 0.0169(23)  
pimom2 &  2 - 15 & 4+4 &  0.2 &  30 & 1.00 & 0.5524(247) & 0.0169(23)  
pimom2 &  4 - 15 & 1+1 & 16.5 &  16 & 0.00 & 0.6727(19)  & 0.0265(1)   
pimom2 &  4 - 15 & 2+2 &  0.2 &  20 & 1.00 & 0.5528(180) & 0.0171(15)  
pimom2 &  4 - 15 & 3+3 &  0.2 &  24 & 1.00 & 0.5470(195) & 0.0166(16)  
pimom2 &  4 - 15 & 4+4 &  0.2 &  28 & 1.00 & 0.5471(196) & 0.0166(16)  
pimom2 &  6 - 15 & 1+1 &  0.6 &  14 & 0.83 & 0.5979(51)  & 0.0211(3)   
pimom2 &  6 - 15 & 2+2 &  0.2 &  18 & 1.00 & 0.5618(220) & 0.0179(21)  
pimom2 &  6 - 15 & 3+3 &  0.2 &  22 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  6 - 15 & 4+4 &  0.2 &  26 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  2 - 15 & 1+1 & 99.9 &  18 & 0.00 & 0.9909(5)   & 0.0471(0)   
pimom2 &  2 - 15 & 2+2 &  1.3 &  22 & 0.17 & 0.6099(36)  & 0.0219(2)   
pimom2 &  2 - 15 & 3+3 &  0.2 &  26 & 1.00 & 0.5524(248) & 0.0169(23)  
pimom2 &  2 - 15 & 4+4 &  0.2 &  30 & 1.00 & 0.5524(247) & 0.0169(23)  
pimom2 &  4 - 15 & 1+1 & 16.5 &  16 & 0.00 & 0.6727(19)  & 0.0265(1)   
pimom2 &  4 - 15 & 2+2 &  0.2 &  20 & 1.00 & 0.5528(180) & 0.0171(15)  
pimom2 &  4 - 15 & 3+3 &  0.2 &  24 & 1.00 & 0.5470(195) & 0.0166(16)  
pimom2 &  4 - 15 & 4+4 &  0.2 &  28 & 1.00 & 0.5471(196) & 0.0166(16)  
pimom2 &  6 - 15 & 1+1 &  0.6 &  14 & 0.83 & 0.5979(51)  & 0.0211(3)   
pimom2 &  6 - 15 & 2+2 &  0.2 &  18 & 1.00 & 0.5618(220) & 0.0179(21)  
pimom2 &  6 - 15 & 3+3 &  0.2 &  22 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  6 - 15 & 4+4 &  0.2 &  26 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  2 - 15 & 1+1 & 99.9 &  18 & 0.00 & 0.9909(5)   & 0.0471(0)   
pimom2 &  2 - 15 & 2+2 &  1.3 &  22 & 0.17 & 0.6099(36)  & 0.0219(2)   
pimom2 &  2 - 15 & 3+3 &  0.2 &  26 & 1.00 & 0.5524(248) & 0.0169(23)  
pimom2 &  2 - 15 & 4+4 &  0.2 &  30 & 1.00 & 0.5524(247) & 0.0169(23)  
pimom2 &  4 - 15 & 1+1 & 16.5 &  16 & 0.00 & 0.6727(19)  & 0.0265(1)   
pimom2 &  4 - 15 & 2+2 &  0.2 &  20 & 1.00 & 0.5528(180) & 0.0171(15)  
pimom2 &  4 - 15 & 3+3 &  0.2 &  24 & 1.00 & 0.5470(195) & 0.0166(16)  
pimom2 &  4 - 15 & 4+4 &  0.2 &  28 & 1.00 & 0.5471(196) & 0.0166(16)  
pimom2 &  6 - 15 & 1+1 &  0.6 &  14 & 0.83 & 0.5979(51)  & 0.0211(3)   
pimom2 &  6 - 15 & 2+2 &  0.2 &  18 & 1.00 & 0.5618(220) & 0.0179(21)  
pimom2 &  6 - 15 & 3+3 &  0.2 &  22 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  6 - 15 & 4+4 &  0.2 &  26 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  2 - 15 & 1+1 & 99.9 &  18 & 0.00 & 0.9909(5)   & 0.0471(0)   
pimom2 &  2 - 15 & 2+2 &  1.3 &  22 & 0.17 & 0.6099(36)  & 0.0219(2)   
pimom2 &  2 - 15 & 3+3 &  0.2 &  26 & 1.00 & 0.5524(248) & 0.0169(23)  
pimom2 &  2 - 15 & 4+4 &  0.2 &  30 & 1.00 & 0.5524(247) & 0.0169(23)  
pimom2 &  4 - 15 & 1+1 & 16.5 &  16 & 0.00 & 0.6727(19)  & 0.0265(1)   
pimom2 &  4 - 15 & 2+2 &  0.2 &  20 & 1.00 & 0.5528(180) & 0.0171(15)  
pimom2 &  4 - 15 & 3+3 &  0.2 &  24 & 1.00 & 0.5470(195) & 0.0166(16)  
pimom2 &  4 - 15 & 4+4 &  0.2 &  28 & 1.00 & 0.5471(196) & 0.0166(16)  
pimom2 &  6 - 15 & 1+1 &  0.6 &  14 & 0.83 & 0.5979(51)  & 0.0211(3)   
pimom2 &  6 - 15 & 2+2 &  0.2 &  18 & 1.00 & 0.5618(220) & 0.0179(21)  
pimom2 &  6 - 15 & 3+3 &  0.2 &  22 & 1.00 & 0.5620(219) & 0.0179(21)  
pimom2 &  6 - 15 & 4+4 &  0.2 &  26 & 1.00 & 0.5620(219) & 0.0179(21)  
